,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
26651,2B473430540287503B39691,390263,2008-08-29 10:06:22.373,D,36,Completed,2011-09-10 00:00:00,0.14132,0.12,0.11,,,,,,,6,MO,Student - College Freshman,Part-time,0.0,False,False,,2008-08-29 10:05:50.577000000,620.0,639.0,2007-08-22 00:00:00,2.0,2.0,3.0,2,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,468.0,0.46,532.0,2.0,1.0,1.0,,"$1-24,999",False,416.666667,E2A43430331704597BD6C31,,,,,,,,,0,,66,36509,1500,2008-09-10 00:00:00.000,Q3 2008,1FD03429534483745A131B4,49.82,1816.98,1500.0,316.98,-23.89,-25.41,0.0,0.0,0.0,1.0,0,0,0.0,5,
102055,97B83431140984100967524,390291,2008-08-29 11:29:24.877,B,36,Chargedoff,2010-12-11 00:00:00,0.21086999999999997,0.1961,0.1861,,,,,,,2,FL,Other,Full-time,45.0,True,False,,2008-08-18 06:54:06.860000000,700.0,719.0,1992-05-26 00:00:00,26.0,26.0,49.0,11,1200.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,113969.0,0.66,56791.0,44.0,0.97,1.0,0.2,"$100,000+",True,15000.0,370F3431172597020FF2D47,,,,,,,,,1307,27.0,66,36608,15000,2008-09-11 00:00:00.000,Q3 2008,6452338135899808937DE0E,554.48,13538.56,10116.77,3421.79,-174.49,0.0,4883.26,4883.23,0.0,1.0,1,1,50.0,537,
45287,314434298118742384AB70C,390297,2008-08-29 11:37:36.170,A,36,Chargedoff,2009-09-11 00:00:00,0.36623,0.35,0.34,,,,,,,7,WA,Other,Self-employed,373.0,True,False,,2008-08-07 19:52:40.953000000,720.0,739.0,1980-04-09 00:00:00,11.0,12.0,54.0,11,3437.0,2.0,6.0,1.0,1417.0,0.0,0.0,0.0,242707.0,0.68,115357.0,51.0,0.98,3.0,,"$75,000-99,999",False,6250.0,54983430303163668DA1C58,,,,,,,,,1765,12.0,66,36516,14500,2008-09-10 00:00:00.000,Q3 2008,B3673428689037277540244,655.92,4576.44,1736.13,2840.31,-80.21,0.0,12763.87,12763.87,0.0,1.0,0,0,0.0,160,
72967,8BEA34300245254482F27D6,390344,2008-08-29 13:04:05.617,AA,36,Completed,2011-08-18 00:00:00,0.06485,0.0581,0.0481,,,,,,,7,DC,Analyst,Full-time,13.0,False,False,,2008-08-29 13:03:56.647000000,760.0,779.0,2004-07-22 00:00:00,4.0,4.0,5.0,4,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1520.0,0.05,26380.0,5.0,1.0,0.0,0.02,"$50,000-74,999",True,4916.666667,CD0C3430939488567699C3F,,,,,,,,,0,,66,36479,2000,2008-09-09 00:00:00.000,Q3 2008,3C1B339924174823399429D,60.67,2183.83,2000.02,183.81,-31.63,0.0,0.0,0.0,0.0,1.0,0,0,0.0,54,
23618,05B23430169293903FEC6A3,390352,2008-08-29 13:15:04.567,C,36,Completed,2011-09-05 00:00:00,0.18842,0.1665,0.1565,,,,,,,7,WI,Accountant/CPA,Full-time,65.0,True,False,,2008-08-29 13:02:34.990000000,640.0,659.0,2001-10-26 00:00:00,9.0,8.0,14.0,5,288.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15353.0,0.97,347.0,14.0,1.0,0.0,0.19,"$25,000-49,999",True,2916.666667,238834304959273417C37F8,,,,,,,,,0,,66,36346,2000,2008-09-05 00:00:00.000,Q3 2008,9E02343037619781110E0B3,70.96,2553.78,1999.99,553.79,-33.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,57,
37620,7CCE343064242479937D14D,390354,2008-08-29 13:17:28.840,D,36,Chargedoff,2010-10-11 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,7,ME,Teacher,Full-time,288.0,True,False,,2008-08-14 16:28:36.010000000,600.0,619.0,1983-03-01 00:00:00,9.0,9.0,54.0,3,91.0,5.0,25.0,11.0,6842.0,32.0,1.0,0.0,4566.0,0.99,14.0,45.0,0.44,1.0,0.43,"$50,000-74,999",True,4500.0,B8D53431084707243211AC3,,,,,,,,,1368,25.0,66,36599,2800,2008-09-11 00:00:00.000,Q3 2008,8DC034281328845151A23C1,126.66,2666.52,1061.71,1604.81,-42.42,-135.0,1755.31,1738.29,500.0,1.0,0,0,0.0,31,
47949,33E53430683363778203361,390357,2008-08-29 13:28:00.177,HR,36,Completed,2008-11-14 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,7,FL,Professional,Full-time,58.0,False,False,,2008-08-11 07:49:00.330000000,540.0,559.0,1987-09-01 00:00:00,15.0,15.0,29.0,17,774.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,13904.0,0.17,40169.0,25.0,0.96,1.0,0.2,"$50,000-74,999",True,5833.333333,80EE342985000437935F9CE,,,,,,,,,0,,66,36359,1000,2008-09-05 00:00:00.000,Q3 2008,85FF3428007166501BC5463,45.24,1066.35,1000.0,66.35,-1.9,0.0,0.0,0.0,0.0,1.0,0,0,0.0,11,
18617,470B343037470156697C938,390373,2008-08-29 13:58:03.543,B,36,Chargedoff,2010-02-12 00:00:00,0.20925,0.1945,0.1845,,,,,,,3,CT,Professional,Full-time,65.0,True,False,,2008-08-29 13:56:36.773000000,700.0,719.0,1990-07-23 00:00:00,7.0,3.0,19.0,2,90.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,3607.0,0.43,4593.0,19.0,0.94,0.0,0.08,"$100,000+",True,8750.0,DEA73430543421562512A61,,,,,,,,,1611,17.0,66,36609,15000,2008-09-11 00:00:00.000,Q3 2008,E76C34297794275922BB3AB,553.26,6624.12,4054.59,2569.53,-132.11,0.0,10945.41,10945.41,0.0,1.0,0,0,0.0,503,
10637,5F053429104639134D8774B,390379,2008-08-29 14:12:35.313,AA,36,Chargedoff,2009-11-12 00:00:00,0.19831,0.191,0.181,,,,,,,3,NV,Executive,Full-time,39.0,True,False,,2008-08-29 14:11:22.627000000,780.0,799.0,1992-02-26 00:00:00,13.0,13.0,55.0,8,1309.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,53027.0,0.76,16673.0,49.0,1.0,0.0,0.23,"$75,000-99,999",True,7500.0,1ACB34310804195849F40D1,,,,,,,,,1641,14.0,66,36603,18000,2008-09-11 00:00:00.000,Q3 2008,DC4A3430280528116E7CB6D,660.72,5983.88,2241.54,3742.34,-181.23,-766.45,15758.46,15758.46,1925.0,1.0,0,0,0.0,299,
30022,16F3342962098967424FA56,390385,2008-08-29 14:22:17.800,E,36,Completed,2009-03-12 00:00:00,0.28219,0.259,0.249,,,,,,,7,MI,Sales - Commission,Full-time,43.0,True,False,,2008-08-28 20:34:16.523000000,560.0,579.0,1995-06-01 00:00:00,7.0,5.0,20.0,5,228.0,6.0,27.0,0.0,0.0,18.0,1.0,0.0,5533.0,1.04,302.0,16.0,0.52,2.0,0.08,"$50,000-74,999",True,4333.333333,14A134301330267134A8B5F,,,,,,,,,0,,66,36470,1000,2008-09-09 00:00:00.000,Q3 2008,92E434311702452879E99F0,40.24,1122.94,1000.0,122.94,-4.75,0.0,0.0,0.0,0.0,1.0,0,0,0.0,51,
111104,81063429744193556D1E25F,390393,2008-08-29 14:44:14.160,C,36,Chargedoff,2010-03-11 00:00:00,0.15094000000000002,0.1295,0.1195,,,,,,,7,CA,Civil Service,Full-time,3.0,False,False,,2008-08-29 14:42:59.457000000,640.0,659.0,1995-09-09 00:00:00,13.0,9.0,27.0,3,170.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7120.0,0.97,15.0,27.0,0.92,1.0,0.37,"$50,000-74,999",True,4750.0,E1C33429837131098D69763,,,,,,,,,1582,19.0,66,36435,2000,2008-09-09 00:00:00.000,Q3 2008,B3643430919687481035FBD,67.34,755.42,444.21,311.21,-20.56,-22.9,1555.79,1555.79,0.0,1.0,0,0,0.0,92,
85861,7D1B343091744186884F431,390411,2008-08-29 15:19:17.450,A,36,Completed,2008-12-01 00:00:00,0.13460999999999998,0.1205,0.1105,,,,,,,7,VA,Civil Service,Full-time,415.0,False,True,B5F93364617561572C32B6D,2008-08-29 15:18:53.040000000,720.0,739.0,1993-07-15 00:00:00,15.0,11.0,36.0,12,246.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4925.0,0.28,10248.0,28.0,0.79,2.0,0.19,"$75,000-99,999",True,7000.0,4F183431839973561EFDFFE,1.0,11.0,11.0,0.0,0.0,5900.0,4298.64,0.0,0,,66,36443,10000,2008-09-09 00:00:00.000,Q3 2008,55FB3367063487142227923,332.38,10268.24,10000.0,268.24,-22.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,305,
96625,24AC3429533460806C13554,390415,2008-08-29 15:24:10.317,C,36,Completed,2011-08-10 00:00:00,0.26343,0.2405,0.2305,,,,,,,3,OH,Construction,Self-employed,111.0,True,False,,2008-08-29 15:21:58.030000000,660.0,679.0,1988-11-28 00:00:00,12.0,11.0,34.0,6,286.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13462.0,0.92,1151.0,31.0,0.87,2.0,,"$75,000-99,999",False,6666.666667,E75E3430666152260591647,,,,,,,,,0,,66,36541,2000,2008-09-10 00:00:00.000,Q3 2008,1FB134291696891474DB3D5,78.52,2823.19,1999.97,823.22,-34.24,0.0,0.0,0.0,0.0,1.0,0,0,0.0,86,
100480,273B3430834481195F41C56,390417,2008-08-29 15:26:39.210,D,36,Completed,2011-09-03 00:00:00,0.18386,0.162,0.152,,,,,,,6,MO,Other,Full-time,43.0,False,False,,2008-08-29 15:26:17.163000000,600.0,619.0,2003-10-11 00:00:00,2.0,2.0,3.0,2,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,743.0,0.9,79.0,3.0,0.33,0.0,0.11,"$25,000-49,999",True,2279.333333,593134304170351474B466A,1.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0,,66,36256,6000,2008-09-03 00:00:00.000,Q3 2008,35E13426505599955DB4263,211.54,7613.27,5999.99,1613.28,-99.59,0.0,0.0,0.0,0.0,1.0,0,0,0.0,114,
37710,DA7134301001378372AF90A,390431,2008-08-29 16:07:14.130,C,36,Completed,2011-01-27 00:00:00,0.35423000000000004,0.33,0.32,,,,,,,6,CA,Executive,Full-time,5.0,True,False,,2008-08-25 20:50:52.153000000,660.0,679.0,1996-02-09 00:00:00,17.0,15.0,40.0,10,617.0,1.0,14.0,2.0,71.0,1.0,0.0,0.0,7502.0,0.38,7574.0,36.0,0.7,0.0,0.14,"$100,000+",True,12500.0,FE4A3430688776959E66384,,,,,,,,,0,,66,36423,15000,2008-09-08 00:00:00.000,Q3 2008,392D3430624398735EBC0A4,661.67,22601.27,15000.01,7601.26,-230.35,0.0,0.0,0.0,0.0,1.0,0,0,0.0,270,
91952,279934298457148497EE31F,390443,2008-08-29 16:55:28.923,D,36,Chargedoff,2009-06-15 00:00:00,0.30349,0.28,0.27,,,,,,,3,SC,Professional,Full-time,16.0,False,False,,2008-08-29 16:55:09.610000000,600.0,619.0,1990-02-01 00:00:00,7.0,6.0,36.0,4,236.0,1.0,2.0,4.0,1466.0,20.0,0.0,0.0,8665.0,0.49,8843.0,32.0,0.6,1.0,0.28,"$50,000-74,999",True,4500.0,AFFB34311483964002C755C,,,,,,,,,1854,10.0,66,36521,1200,2008-09-10 00:00:00.000,Q3 2008,867F3426746230179892803,49.64,183.56,66.68,116.88,-4.24,0.0,1133.32,1133.32,0.0,1.0,0,0,0.0,44,
3398,557E3430754921055030ECB,390533,2008-08-29 23:04:00.770,C,36,Completed,2011-09-11 00:00:00,0.15094000000000002,0.1295,0.1195,,,,,,,6,ID,Skilled Labor,Full-time,42.0,False,False,,2008-08-29 23:02:44.393000000,640.0,659.0,2000-11-28 00:00:00,1.0,1.0,2.0,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1565.0,0.78,435.0,1.0,1.0,0.0,0.05,"$25,000-49,999",True,3416.666667,E72034301713197313D268B,,,,,,,,,0,,66,36577,5150,2008-09-11 00:00:00.000,Q3 2008,6EEE34310450121846142CA,173.4,6241.21,5150.03,1091.18,-84.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,233,
11895,5ED83429315661622AAB662,390552,2008-08-30 05:28:44.407,D,36,Defaulted,2009-08-12 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,7,OH,Postal Service,Full-time,267.0,True,False,,2008-08-30 05:23:20.010000000,620.0,639.0,1990-05-09 00:00:00,16.0,14.0,35.0,8,419.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10474.0,0.99,526.0,32.0,1.0,0.0,0.4,"$50,000-74,999",True,4521.666667,B7393431654957385C2E635,,,,,,,,,688,11.0,66,36566,2000,2008-09-11 00:00:00.000,Q3 2008,99953430715075218F18C65,68.65,411.9,278.06,133.84,-9.36,0.0,1721.94,1721.94,0.0,1.0,0,0,0.0,100,
57834,1BE53430070362107A099C9,390573,2008-08-30 07:10:04.187,B,36,Defaulted,2010-07-10 00:00:00,0.24104,0.226,0.216,,,,,,,3,AL,Professional,Full-time,51.0,False,False,,2008-08-30 07:07:49.077000000,680.0,699.0,1993-01-01 00:00:00,18.0,15.0,40.0,14,1016.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,54497.0,0.83,11081.0,38.0,1.0,3.0,0.21,"$100,000+",True,13333.333333,555C3430812763786443F96,,,,,,,,,476,22.0,66,36601,15000,2008-09-11 00:00:00.000,Q3 2008,38B1342986653924912E859,577.52,9817.84,5844.02,3973.82,-175.83,-740.93,9155.98,9011.44,2819.19,1.0,0,0,0.0,520,
7941,8E9F342996835538968E66A,390594,2008-08-30 08:01:38.020,D,36,Chargedoff,2009-09-10 00:00:00,0.27305999999999997,0.25,0.24,,,,,,,7,WA,Postal Service,Full-time,323.0,False,False,,2008-08-30 08:01:18.533000000,620.0,639.0,1982-05-14 00:00:00,10.0,8.0,56.0,7,112.0,3.0,14.0,0.0,0.0,2.0,1.0,0.0,4795.0,1.06,5.0,49.0,0.89,5.0,0.21,"$50,000-74,999",True,4271.0,81EC3431663563258C99819,,,,,,,,,1766,12.0,66,36434,1400,2008-09-09 00:00:00.000,Q3 2008,03E93427357578055536049,55.66,389.62,198.26,191.36,-7.65,0.0,1201.74,1201.74,0.0,1.0,0,0,0.0,39,
95254,86353430844487338B34606,390601,2008-08-30 08:08:53.530,AA,36,Completed,2010-03-23 00:00:00,0.11696,0.11,0.1,,,,,,,3,MS,Investor,Self-employed,1.0,True,False,,2008-08-30 08:08:43.437000000,800.0,819.0,1994-12-23 00:00:00,9.0,6.0,24.0,3,80.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1894.0,0.06,26306.0,21.0,1.0,2.0,,"$50,000-74,999",False,4166.666667,59CE34308222768208B4AAE,,,,,,,,,0,,66,36471,5000,2008-09-09 00:00:00.000,Q3 2008,6BB13404627071095D96353,163.69,5656.57,5000.0,656.57,-59.69,0.0,0.0,0.0,0.0,1.0,0,0,0.0,187,
11520,164234299123596240B0362,390609,2008-08-30 08:25:37.307,B,36,Completed,2010-09-07 00:00:00,0.15092,0.145,0.135,,,,,,,3,TX,Other,Self-employed,27.0,False,False,,2008-08-18 12:20:08.350000000,700.0,719.0,1997-10-04 00:00:00,9.0,7.0,13.0,3,72.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3791.0,0.37,6209.0,10.0,0.83,1.0,,"$25,000-49,999",False,2166.666667,22D234309982774564E9A9A,,,,,,,,,0,,66,36474,3000,2008-09-09 00:00:00.000,Q3 2008,A0083415988975723500D55,103.26,3552.12,2999.6,552.52,-38.11,0.0,0.0,0.0,0.0,1.0,0,0,0.0,140,
37704,B3943430274063330FD2C20,390621,2008-08-30 08:43:04.473,AA,36,Completed,2011-09-09 00:00:00,0.11373,0.112,0.102,,,,,,,3,TX,Investor,Self-employed,97.0,True,False,,2008-08-30 08:41:19.157000000,800.0,819.0,1996-09-25 00:00:00,13.0,12.0,25.0,7,318.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,13252.0,0.35,24598.0,24.0,1.0,3.0,,"$100,000+",False,8333.333333,DBA334306371556302DBA89,,,,,,,,,0,,66,36447,10000,2008-09-09 00:00:00.000,Q3 2008,AF2E3430942728040D7387E,328.34,11818.11,10000.01,1818.1,-162.33,0.0,0.0,0.0,0.0,1.0,0,0,0.0,270,
51870,BE5F34306998646034196FF,390651,2008-08-30 10:02:15.797,HR,36,Completed,2011-08-16 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,2,CA,Teacher's Aide,Full-time,69.0,False,False,,2008-08-21 14:49:41.107000000,520.0,539.0,2005-11-06 00:00:00,5.0,3.0,5.0,2,0.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,2.0,0.25,"$1-24,999",True,1500.0,271E34303712782678BE42D,,,,,,,,,0,,66,36489,2000,2008-09-09 00:00:00.000,Q3 2008,33F03428909100767DF06C8,90.47,3252.82,2000.02,1252.8,-35.79,0.0,0.0,0.0,0.0,1.0,0,0,0.0,33,
56590,EE90342982627920648CCC4,390658,2008-08-30 10:45:31.177,A,36,Completed,2010-10-28 00:00:00,0.12675,0.125,0.115,,,,,,,3,TX,Teacher,Full-time,24.0,True,False,,2008-08-30 10:44:41.660000000,740.0,759.0,2000-04-20 00:00:00,5.0,4.0,9.0,3,97.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3185.0,0.44,3130.0,9.0,1.0,0.0,0.12,"$25,000-49,999",True,3750.0,63FA3430932497633AA1DAF,,,,,,,,,0,,66,36574,9996,2008-09-11 00:00:00.000,Q3 2008,D58434277777047609A9005,334.4,11815.0,9996.0,1819.0,-145.52,0.0,0.0,0.0,0.0,1.0,0,0,0.0,446,
10636,040B3431219559936A1FE95,390676,2008-08-30 11:35:13.910,C,36,Completed,2008-09-22 00:00:00,0.13929,0.118,0.108,,,,,,,7,NC,Computer Programmer,Full-time,115.0,False,True,BA20339049003131177064E,2008-08-30 11:34:40.800000000,660.0,679.0,2000-01-31 00:00:00,8.0,7.0,21.0,3,221.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,12233.0,0.94,646.0,19.0,0.84,0.0,0.3,"$75,000-99,999",True,6992.083333,9013343044473095872B450,1.0,12.0,12.0,0.0,0.0,3500.0,2583.47,40.0,0,,66,36440,1200,2008-09-09 00:00:00.000,Q3 2008,E0153395723932171916034,39.74,1205.04,1200.0,5.04,-0.43,0.0,0.0,0.0,0.0,1.0,0,0,0.0,47,
89853,EE3F34294580907333F8EF3,390681,2008-08-30 11:54:43.440,D,36,Completed,2010-11-03 00:00:00,0.17423,0.1525,0.1425,,,,,,,7,NY,Professional,Full-time,129.0,False,True,DB363384707726490E43021,2008-08-30 11:54:30.767000000,620.0,639.0,2003-09-17 00:00:00,7.0,6.0,7.0,6,360.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,23806.0,0.66,12154.0,7.0,1.0,0.0,0.03,"$100,000+",True,14583.333333,67FE3430369211952BAF061,,,,,,,,,0,,66,36442,3500,2008-09-09 00:00:00.000,Q3 2008,F5133428846025435A97070,121.76,4158.22,3500.01,658.21,-43.17,0.0,0.0,0.0,0.0,1.0,0,0,0.0,138,
98878,241A34310015518448CC2C2,390699,2008-08-30 12:56:25.517,B,36,Chargedoff,2010-02-10 00:00:00,0.36623,0.35,0.34,,,,,,,3,ME,Other,Self-employed,203.0,False,False,,2008-08-09 10:19:42.393000000,680.0,699.0,1990-02-16 00:00:00,9.0,8.0,33.0,7,242.0,0.0,2.0,0.0,0.0,24.0,1.0,0.0,9198.0,0.6,5902.0,28.0,0.85,0.0,,"$25,000-49,999",False,2500.0,B3C334312538052777B1918,1.0,11.0,11.0,0.0,0.0,3500.0,2664.57,40.0,1613,17.0,66,36468,6000,2008-09-09 00:00:00.000,Q3 2008,56A13396600924145B160E7,271.42,3257.04,1107.78,2149.26,-62.38,-23.07,4892.22,4892.22,0.0,1.0,1,1,81.21,86,
88309,BDB634311624334162A344F,390720,2008-08-30 14:07:22.360,AA,36,Completed,2010-02-17 00:00:00,0.06698,0.05,0.04,,,,,,,7,IN,Doctor,Full-time,60.0,True,False,,2008-08-30 14:06:40.047000000,860.0,879.0,1991-11-18 00:00:00,19.0,17.0,50.0,11,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516.0,0.07,87624.0,41.0,1.0,0.0,0.08,"$100,000+",True,25000.0,DCE1343075160184468DB4C,,,,,,,,,0,,66,36455,1000,2008-09-09 00:00:00.000,Q3 2008,6CF03413377270985EC9E54,29.97,1056.55,1000.0,56.55,-11.31,0.0,0.0,0.0,0.0,1.0,0,0,0.0,71,
432,01013430425290444C60735,390737,2008-08-30 15:17:30.877,AA,36,Completed,2011-03-29 00:00:00,0.08001,0.0629,0.0529,,,,,,,7,OK,Other,Self-employed,7.0,False,False,,2008-08-30 15:17:17.123000000,760.0,779.0,1984-09-07 00:00:00,1.0,1.0,16.0,1,49.0,2.0,3.0,1.0,271.0,0.0,0.0,0.0,3316.0,0.13,20884.0,14.0,0.93,0.0,,"$50,000-74,999",False,4166.666667,F6D53430885756409222D48,,,,,,,,,0,,66,36453,1000,2008-09-09 00:00:00.000,Q3 2008,B63634185323721016E3E86,30.55,1097.15,1000.02,97.13,-15.45,0.0,0.0,0.0,0.0,1.0,0,0,0.0,38,
18952,01CD3431238282769E6FE8C,390745,2008-08-30 15:57:53.967,B,36,Completed,2010-06-02 00:00:00,0.16296,0.145,0.135,,,,,,,7,PA,Sales - Commission,Self-employed,2.0,False,False,,2008-08-30 15:56:17.637000000,700.0,719.0,1997-09-21 00:00:00,6.0,6.0,10.0,6,467.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9500.0,0.18,42100.0,10.0,1.0,0.0,,"$1-24,999",False,1250.0,8C053429959613433611036,,,,,,,,,0,,66,36426,1000,2008-09-09 00:00:00.000,Q3 2008,CFCB3430745840681133B02,34.42,1208.73,1000.02,208.71,-13.36,0.0,0.0,0.0,0.0,1.0,0,0,0.0,27,
96663,7EA93430520037084E08CCD,390811,2008-08-30 19:39:23.193,HR,36,Chargedoff,2011-03-12 00:00:00,0.30227,0.2788,0.2688,,,,,,,7,AL,Retail Management,Full-time,89.0,False,True,783C3371218786870A73D20,2008-08-25 11:37:34.343000000,540.0,559.0,2005-09-30 00:00:00,2.0,2.0,5.0,2,60.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1935.0,0.99,15.0,5.0,0.6,0.0,0.02,"$50,000-74,999",True,5000.0,46A33430447230635460DB0,,,,,,,,,1216,31.0,66,36512,1250,2008-09-10 00:00:00.000,Q3 2008,A7233430002336689374E8D,51.62,1261.28,695.52,565.76,-19.71,0.0,554.48,554.48,0.0,1.0,0,0,0.0,32,
32839,D75334309493571295785B1,390843,2008-08-30 23:19:50.987,C,36,Chargedoff,2010-12-10 00:00:00,0.25278,0.23,0.22,,,,,,,3,MN,Other,Full-time,13.0,True,False,,2008-08-21 19:16:07.047000000,640.0,659.0,1992-10-27 00:00:00,22.0,22.0,47.0,17,1391.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,73922.0,0.95,983.0,41.0,0.95,0.0,0.43,"$50,000-74,999",True,5666.666667,629234303593812620818E3,,,,,,,,,1308,27.0,66,36542,2000,2008-09-10 00:00:00.000,Q3 2008,A7BE342937732383281561D,77.42,1703.24,1058.52,644.72,-28.03,0.0,941.46,941.48,0.0,1.0,0,0,0.0,65,
17010,13113429344795219D46938,390847,2008-08-30 23:59:48.940,AA,36,Completed,2011-03-31 00:00:00,0.09579,0.0915,0.0815,,,,,,,3,TX,Other,Self-employed,49.0,True,False,,2008-08-12 20:57:27.583000000,840.0,859.0,1982-05-01 00:00:00,14.0,12.0,38.0,13,206.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,11456.0,0.1,92681.0,35.0,1.0,2.0,,"$25,000-49,999",False,4000.0,803A342985174912009E86C,,,,,,,,,0,,66,36454,4000,2008-09-09 00:00:00.000,Q3 2008,28E634290138577128B5378,127.48,4572.6,3999.99,572.61,-62.57,0.0,0.0,0.0,0.0,1.0,0,0,0.0,81,
23484,B75434297976590417F8207,390870,2008-08-31 04:56:43.253,C,36,Chargedoff,2011-12-10 00:00:00,0.25278,0.23,0.22,,,,,,,5,SC,Other,Full-time,143.0,False,False,,2008-08-17 14:56:50.253000000,640.0,659.0,1994-07-08 00:00:00,11.0,10.0,47.0,7,235.0,3.0,8.0,1.0,515.0,16.0,1.0,0.0,11864.0,0.98,261.0,38.0,0.69,0.0,0.22,"$50,000-74,999",True,5625.0,C7F33431388439554A63EEF,,,,,,,,,943,39.0,66,36498,2000,2008-09-10 00:00:00.000,Q3 2008,AABC34175134693802895F7,77.42,2374.86,1481.07,893.79,-35.61,0.0,507.63,518.93,0.0,1.0,0,0,0.0,42,
67249,378534294099026063C5069,390885,2008-08-31 07:07:21.373,AA,36,Completed,2009-11-30 00:00:00,0.15713,0.15,0.14,,,,,,,3,MO,Construction,Full-time,176.0,True,False,,2008-08-20 16:18:56.850000000,860.0,879.0,1989-12-01 00:00:00,16.0,11.0,32.0,12,146.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,4817.0,0.08,49883.0,28.0,1.0,1.0,0.17,"$50,000-74,999",True,5833.333333,0207343106672094243451B,,,,,,,,,0,,66,36703,25000,2008-09-16 00:00:00.000,Q3 2008,C037343018199205896E72C,866.63,28806.37,25000.0,3806.37,-253.76,0.0,0.0,0.0,0.0,1.0,0,0,0.0,398,
